Почта Mail.Ru,mail.ru/,6855276
Комсомольская правда-Digital,kp.ru,4282603
Shkulev Media Holding,www.hsdigital.ru/,3155555
МОСКОВСКИЙ КОМСОМОЛЕЦ,www.mk.ru,2744497
Телеканал &quot;Царьград&quot; - Первый Русский,tsargrad.tv/,2737126
Известия,iz.ru,2653311
РИА Новости: главные новости часа,ria.ru,2518337
Lenta.Ru,lenta.ru,1845187
Сеть городских порталов Shkulev Media Holding,mediakit.iportal.ru,1751350
Ответы Mail.Ru,otvet.mail.ru/,1587508
"РБК - РосБизнесКонсалтинг - новости, курсы валют, погода",www.rbc.ru,1365798
URA.Ru - Российское информационное агентство,ura.ru/,1317628
Газета.Ru: Главные новости и подробности текущих событий,www.gazeta.ru/,1313277
Рамблер/медиа - главные новости и cобытия в России и мире,news.rambler.ru/,1256050
Карта онлайн со справочником организаций — 2ГИС,www.2gis.ru,1240742
HeadHunter Group - Online Hiring Services,hh.ru/,1166251
Российская Газета: издание Правительства РФ,rg.ru/,1081283
Rutube - лучшее видео:),www.rutube.ru/,1064077
Новостной агрегатор СМИ2,smi2.ru,1002395
Медиахолдинг Levsha Digital,levsha.digital,977735
Women's Network Shkulev Media Holding,hearst-shkulev-media.ru,928467
"Аргументы и Факты //  Объясняем, что происходит",www.aif.ru,912243
LIFE.RU — последние новости России и мира,life.ru/,867292
Teleprogramma.pro: телегид и шоу-бизнес,teleprogramma.pro/,855370
1MI - федеральный медиахолдинг,1mediainvest.ru/,815781
RT на русском,russian.rt.com/,814232
Сеть порталов PRO Город,progorod43.ru,657615
Men's Network Shkulev Media Holding,hearst-shkulev-media.ru,583222
ИноСМИ,inosmi.ru/,565070
Новости Восточной Ленты | Медиахолдинг Levsha Digital,novostivl.ru/,560093
Почта Mail.Ru,mail.ru/,6855276
Комсомольская правда-Digital,kp.ru,4282603
Shkulev Media Holding,www.hsdigital.ru/,3155555
МОСКОВСКИЙ КОМСОМОЛЕЦ,www.mk.ru,2744497
Телеканал &quot;Царьград&quot; - Первый Русский,tsargrad.tv/,2737126
Известия,iz.ru,2653311
РИА Новости: главные новости часа,ria.ru,2518337
Lenta.Ru,lenta.ru,1845187
Сеть городских порталов Shkulev Media Holding,mediakit.iportal.ru,1751350
Ответы Mail.Ru,otvet.mail.ru/,1587508
"РБК - РосБизнесКонсалтинг - новости, курсы валют, погода",www.rbc.ru,1365798
URA.Ru - Российское информационное агентство,ura.ru/,1317628
Газета.Ru: Главные новости и подробности текущих событий,www.gazeta.ru/,1313277
Рамблер/медиа - главные новости и cобытия в России и мире,news.rambler.ru/,1256050
Карта онлайн со справочником организаций — 2ГИС,www.2gis.ru,1240742
HeadHunter Group - Online Hiring Services,hh.ru/,1166251
Российская Газета: издание Правительства РФ,rg.ru/,1081283
Rutube - лучшее видео:),www.rutube.ru/,1064077
Новостной агрегатор СМИ2,smi2.ru,1002395
Медиахолдинг Levsha Digital,levsha.digital,977735
Women's Network Shkulev Media Holding,hearst-shkulev-media.ru,928467
"Аргументы и Факты //  Объясняем, что происходит",www.aif.ru,912243
LIFE.RU — последние новости России и мира,life.ru/,867292
Teleprogramma.pro: телегид и шоу-бизнес,teleprogramma.pro/,855370
1MI - федеральный медиахолдинг,1mediainvest.ru/,815781
RT на русском,russian.rt.com/,814232
Сеть порталов PRO Город,progorod43.ru,657615
Men's Network Shkulev Media Holding,hearst-shkulev-media.ru,583222
ИноСМИ,inosmi.ru/,565070
Новости Восточной Ленты | Медиахолдинг Levsha Digital,novostivl.ru/,560093
Новости - наше призвание. РЕН ТВ,ren.tv/,553548
Вокруг света,www.vokrugsveta.ru/,543817
Чемпионат: ведущий сайт о спорте,championat.com,540139
ИА REGNUM,regnum.ru/,533205
&quot;Коммерсантъ&quot;. Издательский дом,www.kommersant.ru/,526649
IRecommend - отзывы о товарах и услугах,irecommend.ru/,512169
СПОРТ-ЭКСПРЕСС,sport-express.ru/,496749
"&lt;Актион-МЦФЭР&gt; — издания для директоров, руководителей, главбухов",www.glavbukh.ru/,464238
Новые Известия - 1MI,newizv.ru/,453968
"7Дней.ру - Всё о звездах! Новости, интервью, фото и видео звезд",7days.ru/,450060
Рецепты кулинарных блюд от RussianFood.com,www.russianfood.com/,438198
NEWS.ru ─ Информационный портал,news.ru/,424911
Rusprofile.ru - бесплатная проверка контрагента,rusprofile.ru/,415520
Федеральное агентство новостей,riafan.ru/,411947
Военное обозрение,topwar.ru/,395967
ТАСС - Новости в России и мире,tass.ru,393327
Мой Мир Mail.Ru,my.mail.ru/,392588
Аналитический интернет-журнал &quot;Слово и дело&quot;,slovodel.com/,392373
Ведомости - ежедневная деловая газета,vedomosti.ru/,383531
Наша Газета Новороссийск,ngnovoros.ru/,378677
Overclockers.ru - Профессиональные новости и статьи Hard &amp; Soft &amp; Mobile,www.overclockers.ru/,362623
Фонтанка.Ру - новости Петербурга,fontanka.ru/,358700
Sport24,sport24.ru,356672
РИАМО,riamo.ru,350586
"ЭКСПРЕСС газета - новости, аналитика, истории",www.eg.ru/,345884
Фишки Нет - первое развлекательное сообщество Рунета,fishki.net/,342420
Starhit.ru - Новости шоу-бизнеса,starhit.ru,341635
ВЗГЛЯД.РУ,vz.ru/,339603
Пятый канал,5-tv.ru/,339110
Sportbox.ru,www.sportbox.ru,334033
ukraina.ru,ukraina.ru/,328561
Народные новости России,nation-news.ru/,326173
"Woman.ru - интернет для женщин: звезды, мода, красота, мы и мужчины",www.woman.ru/,319744
ИА Eurasia Daily,eadaily.com/,314386
Курьер Среда Бердск,kurer-sreda.ru/,313845
Телеканал 360°,360tv.ru,311774
Сетевое издание M24.ru,www.m24.ru/,301370
"НТВ.ru - Новости, видео, прямой эфир телеканала НТВ",www.ntv.ru/,296544
🍅 Кулинарные рецепты 🍰 1000.menu 🍔🥑,1000.menu/,295853
E1.RU — Екатеринбург Он-Лайн,e1.ru,294134
Общественная Служба Новостей,www.osnmedia.ru/,291578
Е1.RU - Екатеринбург онлайн. Shkulev Digital,e1.ru,269651
Экономика Сегодня,rueconomy.ru/,268411
Новости России. Новостной агрегатор smi.today,www.smi.today/ru_smi/,257922
Самара24,samaraonline24.ru,256328
"Кино-Театр.РУ - интервью, статьи, премьеры, новости кино и театра",www.kino-teatr.ru/,251064
ГЛАС.ру,glas.ru/,244297
"Вокруг ТВ - телегид, телепрограмма и энциклопедия телевидения",www.vokrug.tv/,242273
Woman.ru - Форум,hsdigital/wn/woman/forum,240643
Независимый Городской Сайт Новосибирска,ngs.ru,237708
PRIMPRESS.RU,primpress.ru/,226488
"Вечерняя Москва - основные события дня, настоящее и будущее столицы.",vmdaily.ru/,225000
Trashbox.ru — Высокие технологии,trashbox.ru,221850
NGS.RU - главные новости Новосибирска. Shkulev Digital,news.ngs.ru/,216528
Главный региональный,glavny.tv/,209998
Репортёр,topcor.ru/,209030
MSK.KP.RU: главные новости Москвы,msk.kp.ru,203062
Tverigrad.ru | Главный информационный портал Тверской области,tverigrad.ru/,191554
Информационный портал PNZ.RU,pnz.ru/,189666
4PDA.ru,4pda.ru/,185723
PlayGround.ru - Российский Игровой Сервер,www.PlayGround.ru,182408
ФИЛЬМ.РУ: национальный кинопортал,film.ru/,177450
Forbes Россия,www.forbes.ru/,169937
Клопс,klops.ru/,167603
Красота и Медицина,www.krasotaimedicina.ru/,164990
ЯПлакалъ - крупнейшее информационно-развлекательное сообщество рунета,yaplakal.com/,161974
АвтоВзгляд - авто новости,avtovzglyad.ru/,160822
V1.RU - главные новости Волгограда. Shkulev Digital,v1.ru,159608
Группа сайтов V1.ru,v1.ru,159450
Мобильная версия Моего Мира Mail.Ru,m.my.mail.ru/,157377
Кубанские Новости,kubnews.ru/,154308
Журнал &quot;За рулем&quot;. Автомобили в России,zr.ru/,152338
Клерк.Ру  -  практическая помощь бухгалтеру,www.klerk.ru/,149848
Царьград Новосибирск,nsk.tsargrad.tv/,149792
Политическая Россия,politros.com/,147691
SM.NEWS. Медиахолдинг Levsha Digital,sm.news/,147029
"Карта Москвы: улицы, дома и организации города — 2ГИС",2gis.ru,144558
Семья &quot;КП&quot;,www.kp.ru/family,141825
Бердск онлайн,berdsk-online.ru/,141145
НСН: Национальная Служба Новостей - все новости дня,nsn.fm/,140028
"Бухгалтерский учет, налоги, аудит в РФ",www.audit-it.ru/,135081
Medaboutme (медицина обо мне) - информационная медицинская система,medaboutme.ru/,134599
"Портал ProKazan.ru - новости Казани и Татарстана, события, происшествия, ДТП",prokazan.ru/,133752
Торговая площадка Пульс цен,pulscen.ru/,133697
Студопедия — Ваша школопедия,studopedia.ru/,132548
Туристер.Ру,tourister.ru,129756
Работа в Санкт-Петербурге  -  Spb.hh.ru (HeadHunter Group),spb.hh.ru/,128777
Информационная система 1С:ИТС,its.1c.ru/,128709
BFM.ru - деловой портал,bfm.ru/,128242
БИЗНЕС ОНЛАЙН - Деловые новости Казани и Татарстана,www.business-gazeta.ru/,126796
РИА Новости Спорт. Все главные новости спорта,rsport.ria.ru/,126669
КТВ-ЛУЧ,ktv-ray.ru/,125154
Журнал «Главбух»,www.glavbukh.ru,125072
msk1.ru - главные новости Москвы и России. Shkulev Digital,mosk.ru,124592
НьюИнформ,newinform.com/,123620
"3DNews - все о компьютерах, комплектующих, гаджетах и софте",3dnews.ru/,122248
"3DNews - все о компьютерах, комплектующих, гаджетах и софте",3dnews.ru/,122248
&quot;Комсомольская правда&quot; Новосибирск,nsk.kp.ru,121335
Интерактивно-новостной портал PROGOROD43.ru,progorod43.ru/,120893
Региональные новости - региональный медиахолдинг,newstula.ru,119057
Кулинарный портал &quot;ГАСТРОНОМ&quot;,www.gastronom.ru/,118308
МОЁ! Online. Все новости Воронежа,www.moe-online.ru,116462
Татмедиа,tatmedia.ru/,115190
"PrimaMedia - новости Дальнего Востока, Владивостока, Приморского края",primamedia.ru,112977
&quot;Комсомольская правда&quot; Санкт-Петербург,spb.kp.ru,111694
"Огромный выбор электронных книг, мультимедиа книг и аудиокниг",www.litres.ru/,111429
Информационное агентство RuNews24.ru,runews24.ru/,111227
Сиб.фм — интернет-журнал о Сибири,sib.fm/,110341
AstroMeridian.Ru - эзотерический интернет журнал,www.astromeridian.ru/,109920
"Работа, вакансии, подбор персонала, резюме, поиск работы - SuperJob",www.superjob.ru/,109673
ProFinance.Ru: | РЫНОК FOREX | НОВОСТИ | ПРОГНОЗЫ | ФОРУМЫ |,www.forexpf.ru/,109447
Жизнестории,zstory.ru,109268
BLITZ+,blitz.plus/,108103
Kaluga-poisk.ru - городской информационный портал,kaluga-poisk.ru/,107803
Все вакансии России - GorodRabot.ru,gorodrabot.ru/,105589
CyberSport.ru – портал о киберспорте,www.cybersport.ru/,105456
ПроГород Самара - новости Cамары,progorodsamara.ru/,104846
theGirl: онлайн-журнал для девушек,ellegirl.ru,104771
LiveInternet.ru - лучшая статистика в интернете бесплатно,www.liveinternet.ru/,103431
ГУП PБ Издательский дом Pеспублика Башкортостан,rbsmi.ru,103160
бэби.ру - быть счастливыми родителями,www.baby.ru/,102748
Международный образовательный портал МААМ,www.maam.ru/,102416
"Выберу.ру - Банки, Страхование",www.viberu.ru,101823
Комсомольская правда — Здоровье,www.kp.ru/doctor,100910
Весь Искитим,vesiskitim.ru/,100791
Группа сайтов 59.ru,59.ru,100203
59.RU- главные новости Перми. Shkulev Digital,59.ru,100060
Tabor.ru - Сайт знакомств нового поколения!,tabor.ru/,98994
LiveLib — социальная сеть читателей книг,livelib.ru/,98190
Газета.Ru: Общество,gazeta.ru/social/,97972
"Группа сайтов новостей: Уфа, Пермь, Омск, С.-Петербург, Екатеринбург",ekb-on-air.ru/,97147
МедУнивер - все по медицине,meduniver.com/,96043
Свободная Пресса / svpressa.ru,svpressa.ru/,95423
Независимый Городской Сайт Красноярска,ngs24.ru,94789
NGS24.RU - главные новости Красноярска. Shkulev Digital,news.ngs24.ru/,94433
Marie Claire,marieclaire.ru,92344
«Едим Дома!» — кулинарная социальная сеть. Рецепты.,edimdoma.ru/,92057
Группа сайтов 72.ru,72.ru,92038
Русская Весна,rusvesna.su,91853
Женские сайты группы &quot;МедиаФорт&quot;,www.mediafort.ru/,90449
&quot;Комсомольская правда&quot; Красноярск,krsk.kp.ru,90279
"GamesisArt.ru - теория компьютерных игр, разработка, инди, прохождения",gamesisart.ru/,90029
&quot;Доктор Питер&quot; - сайт о здоровье,doctorpiter.ru/,89647
72.RU - главные новости Тюмени. Shkulev Digital,72.ru,89630
ГДЗ,gdz-raketa.ru/,88837
Финам.RU© - Весь спектр оперативной финансовой информации,finam.ru,88540
Малоэтажная страна - самый популярный портал по строительству.,m-strana.ru/,88176
Городской портал Вологда поиск,vologda-poisk.ru/,83413
Мослента - интернет-издание о Москве,moslenta.ru/,83164
Woman.ru Медиа,hsdigital/wn/woman/media,82715
Бухонлайн - новости и статьи для бухгалтера,www.buhonline.ru/,82609
Сайт для интересующихся высшим образованием,vuzopedia.ru/,82180
Комсомольская правда — Женские секреты,www.kp.ru/woman,81904
Телеканал СТС,ctc.ru/,81757
Я Покупаю - Россия,www.lookmart.ru/,81702
ПолитЭксперт - Общественный политический журнал,politexpert.net/,81446
Деловой Петербург,www.dp.ru,81118
Группа сайтов 74.ru,74.ru,81006
Tophotels - рейтинг отелей мира,tophotels.ru/,80909
74.ru - главные новости Челябинска. Shkulev Digital,74.ru,80376
The Moscow Post,www.moscow-post.su/,80181
AndroidInsider.ru - Самое интересное из мира Android,androidinsider.ru/,79400
iPhone,www.iphones.ru/,78870
Стихи.ру - национальный сервер современной поэзии,www.stihi.ru/,78774
Царьград Санкт-Петербург,spb.tsargrad.tv/,78753
Сайт Владивостока,vl.ru/,78459
Новости Сахалина и Курил - портал АСТВ,astv.ru/,78122
WomanHIT.ru - все новости шоу-бизнеса,womanhit.ru/,77842
Росбалт - Новости России и мира сегодня,rosbalt.ru/,77674
Кино и Сериалы КП,www.kp.ru/putevoditel/serialy,77642
Сеть городских порталов покупателя BLIZKO.ru,blizko.ru,76506
Политика Сегодня,fapnews.ru/,75834
«Выбор экспертов» КП,www.kp.ru/expert,75302
"Карта Новосибирска: улицы, дома и организации города — 2ГИС",2gis.ru,73967
"sMart-lab.ru - Блоги Инвесторов, Форумы по акциям, Котировки",smart-lab.ru/,72635
"sMart-lab.ru - Блоги Инвесторов, Форумы по акциям, Котировки",smart-lab.ru/,72635
Eda.ru,eda.ru/,72496
"Карта Санкт-Петербурга: улицы, дома и организации города — 2ГИС",2gis.ru,72356
Pro Город Ухта,progoroduhta.ru/,71987
FORUMHOUSE – самый популярный и авторитетный портал о строительстве в России,www.forumhouse.ru/,71484
Якутское-Саха информационное агентство,ysia.ru/,70530
Газета.Ru: Политика,gazeta.ru/politics/,69649
Комсомольская правда. Спорт,www.kp.ru/sports,69639
ONREALT.RU — Ваш проводник в мире недвижимости.,onrealt.ru/,69582
Autonews.ru: новости об автомобилях,www.autonews.ru/,69426
Пруфы,prufy.ru,69018
SpravPortal - Справочный портал,www.spravportal.ru/,68743
Вести.ру,vesti.ru/,67522
АИФ Культура,aif.ru/culture/,67214
ФотоСтрана – развлекательная социальная сеть,fotostrana.ru,67064
Все рецепты рунета - Повар.ру,povar.ru/,66830
Поваренок.ру - всё о кулинарии,www.povarenok.ru/,66708
ИА &quot;Восток-Медиа&quot; - 1MI,vostokmedia.ru/,66531
Каталог онлайн калькуляторов,allcalc.ru/,65589
Зарплата.ру — Hearst Shkulev Digital,rabota.ngs.ru,65534
ФедералПресс,fedpress.ru/,65406
Фламп - отзывы о компаниях и местах вашего города.,flamp.ru,65000
Группа сайтов ИА «Башинформ»,bashinform.ru/,64753
Царьград Самара,samara.tsargrad.tv/,64557
Царьград Кузбасс,kemerovo.tsargrad.tv/,64535
Форум социальной инженерии Lolzteam,lolz.guru/,64048
CyberForum.ru - Форум программистов и сисадминов,www.cyberforum.ru/,63929
АИФ Общество,aif.ru/society/,63465
"Календарь cобытий 2019  - праздники, именины, памятные даты",calend.ru,63287
Невские Новости,nevnov.ru,63280
Autodoc.ru - автозапчасти для иномарок. Сеть магазинов по всей России.,www.autodoc.ru/,62548
"TravelAsk - журнал о путешествиях, путеводитель, вопросы и ответы",travelask.ru/,62488
АиФ Новосибирск,nsk.aif.ru/,62445
&quot;Комсомольская правда&quot; Якутия,yakutia.kp.ru,62371
"Футбол на Куличках - Новости, отчеты, аналитика, текстовые трансляции, видео!",www.football.kulichki.net/,62224
Кадровое дело. Практический журнал о кадровой работе и управлении персоналом,www.kdelo.ru/,61993
ИНТЕРНЕТ-БИБЛИОТЕКА  iLibrary.ru,ilibrary.ru/,61951
Футбол 24: новости футбола сегодня в России и мире,football24.ru/,61354
Нижний Новгород On-Line - NN.RU. Реклама у нас работает!,nn.ru,60989
Учительская газета - сетевое издание,ug.ru/,60706
Pro Город Пермь,progorod59.ru/,60525
JoyReactor: смешные картинки и тематические сообщества,joyreactor.cc/,60458
МИР КВАРТИР - Вся недвижимость России,www.mirkvartir.ru,60299
&quot;Комсомольская правда&quot; Волгоград,volgograd.kp.ru,60065
BFM-Новосибирск,nsk.bfm.ru/,59720
&quot;Комсомольская правда&quot; Кубань. Краснодар,kuban.kp.ru,59638
RB Новости,rus-bel.online/,58971
МК в Новосибирске,novos.mk.ru/,58704
Журнал &quot;Эксперт&quot;,www.expert.ru/,58653
Minecraft Inside,minecraft-inside.ru/,58506
РБК-Спорт: Ведущее спортивное издание для деловой аудитории,sport.rbc.ru/,58483
РИА Воронеж,riavrn.ru/,58189
Читинский Городской Портал,chita.ru/,57715
Книги читать онлайн,libking.ru/,57702
gorodrabot.ru,gorodrabot.ru/,56803
Читинский Городской Портал,www.chita.ru/,56466
Портал всех новостей &quot;Узнай всЁ&quot;,uznayvse.ru/,56388
Реальное время,realnoevremya.ru,56162
Bel.ru - 1MI,bel.ru/,55532
sibkrayru,sibkray.ru/,55459
&quot;Комсомольская правда&quot; Екатеринбург,ural.kp.ru,55255
